"RCS","CGI_LITHOLOGY_URI","CGI_LITHOLOGY_LABEL","INSP_LITHOLOGY_URI","INSP_LITHOLOGY_LABEL"
FTUFF,,,http://inspire.ec.europa.eu/codelist/LithologyValue/ashTuffLapillistoneAndLapilliTuff,"ash tuff, lapillistone, and lapilli tuff"
XCZ,,,http://inspire.ec.europa.eu/codelist/LithologyValue/clay,clay
XCZ,,,http://inspire.ec.europa.eu/codelist/LithologyValue/silt,silt
XCZS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/clay,clay
XCZS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
XCZS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/silt,silt
MDSA,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
MDSA,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
XVSZC,,,http://inspire.ec.europa.eu/codelist/LithologyValue/silt,silt
SV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
SV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
XCZ,,,http://inspire.ec.europa.eu/codelist/LithologyValue/clay,clay
MDSI,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
MDSI,,,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,siltstone
MDSS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
MDSS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
MDSS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,siltstone
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
CONG,,,http://inspire.ec.europa.eu/codelist/LithologyValue/conglomerate,conglomerate
COSD,,,http://inspire.ec.europa.eu/codelist/LithologyValue/conglomerate,conglomerate
COSD,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
CSSM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/conglomerate,conglomerate
CSSM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
CSSM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
CSSM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,siltstone
XSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
XSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
GBR,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gabbroicRock,gabbroic rock
PEL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,pelite
PSAMM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,psammite
QZPE,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,pelite
QZPE,,,http://inspire.ec.europa.eu/codelist/LithologyValue/quartzite,quartzite
SEMPEL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,semipelite
COSD,,,http://inspire.ec.europa.eu/codelist/LithologyValue/conglomerate,conglomerate
DLDO,,,http://inspire.ec.europa.eu/codelist/LithologyValue/impureLimestone,impure limestone
DLDO,,,http://inspire.ec.europa.eu/codelist/LithologyValue/dolomite,dolomite
LMAR,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
LMAR,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
LMST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
LMST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
LMST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
LMST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
LMST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
SDSM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
SDSM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
SDSM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,siltstone
LMST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
LSSM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
LSSM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
SARL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
MDSS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
MDSS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
MDSS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,siltstone
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
LMST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
DMTN,,,http://inspire.ec.europa.eu/codelist/LithologyValue/diamicton,diamicton
DMTN,,,http://inspire.ec.europa.eu/codelist/LithologyValue/diamicton,diamicton
XCSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/clay,clay
XCSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
XCSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
XCZSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/clay,clay
XCZSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
XCZSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
XCZSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/silt,silt
XDSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/diamicton,diamicton
XDSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
XDSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
XDV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/diamicton,diamicton
XDV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
PSAMM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,psammite
PSSP,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,psammite
QZITE,,,http://inspire.ec.europa.eu/codelist/LithologyValue/quartzite,quartzite
CALSPL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,semipelite
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
LMST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
XSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
XCZS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/silt,silt
LMCM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/carbonateMudstone,carbonate mudstone
LMCM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
LMCM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
CHLK,,,http://inspire.ec.europa.eu/codelist/LithologyValue/chalk,chalk
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
XVSM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
XVSM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
LMST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
PELGP,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,pelite
PESP,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,pelite
SLTE,,,http://inspire.ec.europa.eu/codelist/LithologyValue/slate,slate
LMST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
FEST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/ironRichSedimentaryRock,iron rich sedimentary rock
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
MLMST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,metamorphic rock
FEST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/ironRichSedimentaryRock,iron rich sedimentary rock
BAOCM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/basalt,basalt
BAOM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/basalt,basalt
BAPOCM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/basalt,basalt
BAROCM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/basalt,basalt
BARPMA,,,http://inspire.ec.europa.eu/codelist/LithologyValue/basalt,basalt
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
V,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
XSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
XSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
XSVB,,,http://inspire.ec.europa.eu/codelist/LithologyValue/boulderGravelSizeSediment,boulder gravel size sediment
XSVB,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
XSVB,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
XCZS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/clay,clay
XCZS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
XCZS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/silt,silt
SCON,,,http://inspire.ec.europa.eu/codelist/LithologyValue/conglomerate,conglomerate
MVCIR,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,metamorphic rock
PELGP,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,pelite
PSSP,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,psammite
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
PMPS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,psammite
PSAMM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,psammite
SEMPEL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,semipelite
IGRU,,,http://inspire.ec.europa.eu/codelist/LithologyValue/igneousRock,igneous rock
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
XCZ,,,http://inspire.ec.europa.eu/codelist/LithologyValue/silt,silt
XCZSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/clay,clay
XCZSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
XCZSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
XCZSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/silt,silt
RFA,,,http://inspire.ec.europa.eu/codelist/LithologyValue/cobbleGravelSizeSediment,cobble gravel size sediment
RFA,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
RFA,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
RFA,,,http://inspire.ec.europa.eu/codelist/LithologyValue/silt,silt
SV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
LMST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
CHLK,,,http://inspire.ec.europa.eu/codelist/LithologyValue/chalk,chalk
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
SV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
SV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
CONG,,,http://inspire.ec.europa.eu/codelist/LithologyValue/conglomerate,conglomerate
SCON,,,http://inspire.ec.europa.eu/codelist/LithologyValue/conglomerate,conglomerate
SCON,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
LMST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
MDSD,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
MDSD,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
BREC,,,http://inspire.ec.europa.eu/codelist/LithologyValue/breccia,breccia
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
HBGB,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gabbro,gabbro
HBGV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gabbro,gabbro
HBGV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/granite,granite
MGBGB,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gabbro,gabbro
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
MDLM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
MDLM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
LSSM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
LSSM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,siltstone
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
LMST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
MACS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metasomaticRock,metasomatic rock
MACS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/marble,marble
MAG,,,http://inspire.ec.europa.eu/codelist/LithologyValue/exoticCompositionIgneousRock,exotic composition igneous rock
MANO,,,http://inspire.ec.europa.eu/codelist/LithologyValue/anorthosite,anorthosite
MARBLE,,,http://inspire.ec.europa.eu/codelist/LithologyValue/marble,marble
S,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
SV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
SV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
XCZS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/clay,clay
SHPG,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,pelite
SPPS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,semipelite
SSPS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,psammite
CONG,,,http://inspire.ec.europa.eu/codelist/LithologyValue/conglomerate,conglomerate
GLSST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
MFTUF,,,http://inspire.ec.europa.eu/codelist/LithologyValue/ashTuffLapillistoneAndLapilliTuff,"ash tuff, lapillistone, and lapilli tuff"
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
GNR,,,http://inspire.ec.europa.eu/codelist/LithologyValue/granite,granite
PAMPHB,,,http://inspire.ec.europa.eu/codelist/LithologyValue/amphibolite,amphibolite
PEL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,pelite
MDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
MDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
PSMY,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,psammite
PSP,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,pelite
PSPE,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,pelite
SDAR,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
SDAR,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
PSSP,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,psammite
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
PGNSS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gneiss,gneiss
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
TRR,,,http://inspire.ec.europa.eu/codelist/LithologyValue/trachyte,trachyte
RY,,,http://inspire.ec.europa.eu/codelist/LithologyValue/rhyolite,rhyolite
TR,,,http://inspire.ec.europa.eu/codelist/LithologyValue/trachyte,trachyte
FLMD,,,http://inspire.ec.europa.eu/codelist/LithologyValue/acidicIgneousRock,acidic igneous rock
FLMD,,,http://inspire.ec.europa.eu/codelist/LithologyValue/diorite,diorite
SYR,,,http://inspire.ec.europa.eu/codelist/LithologyValue/syenite,syenite
TR,,,http://inspire.ec.europa.eu/codelist/LithologyValue/trachyte,trachyte
TRAND,,,http://inspire.ec.europa.eu/codelist/LithologyValue/trachyticRock,trachytic rock
TRR,,,http://inspire.ec.europa.eu/codelist/LithologyValue/trachyte,trachyte
FELS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/acidicIgneousRock,acidic igneous rock
MCDI,,,http://inspire.ec.europa.eu/codelist/LithologyValue/diorite,diorite
MCGD,,,http://inspire.ec.europa.eu/codelist/LithologyValue/granodiorite,granodiorite
XSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
XSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
XSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
XSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
MSISL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
MSISL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,siltstone
SLST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,siltstone
LMST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
SDLM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
SDLM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
MCGN,,,http://inspire.ec.europa.eu/codelist/LithologyValue/granite,granite
MDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
MCGD,,,http://inspire.ec.europa.eu/codelist/LithologyValue/granodiorite,granodiorite
UMR,,,http://inspire.ec.europa.eu/codelist/LithologyValue/ultramaficIgneousRock,ultramafic igneous rock
SCON,,,http://inspire.ec.europa.eu/codelist/LithologyValue/conglomerate,conglomerate
SCON,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
MDSS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
MDSS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
MDSS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,siltstone
MDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
PYRRH,,,http://inspire.ec.europa.eu/codelist/LithologyValue/pyroclasticRock,pyroclastic rock
MDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
TUF,,,http://inspire.ec.europa.eu/codelist/LithologyValue/ashTuffLapillistoneAndLapilliTuff,"ash tuff, lapillistone, and lapilli tuff"
